Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,United Kingdom,GBR,2321.0362132,2541.1681314,2699.3555394,2961.8749336,3029.6945896,3142.7319968,3380.460705,3433.2604348,3321.6699361,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,United States,USA,5988.795929,6349.2080275,6727.6740123,7107.2244982,7482.458818,7760.4749728,7989.9359641,8232.8753072,8607.8756722,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Uruguay,URY,778.06175872,738.15070643,793.99805365,862.98201896,903.36326392,982.65211544,1066.4434775,1132.463193,1209.7204423,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Uzbekistan,UZB,88.33298227,93.400075295,98.178723906,124.35763456,137.60665637,150.22722013,171.56532391,177.43471691,189.46078311,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Vanuatu,VUT,116.8136724,115.52750323,114.40625627,133.87020121,186.38881116,221.08342746,227.82369379,229.96057208,190.66276287,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Venezuela, RB",VEN,432.92639025,492.1771216,536.93194301,632.4123445,723.40245191,724.1463521,713.43431294,641.61005186,659.15991093,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Vietnam,VNM,92.105674783,106.93193832,125.3921323,152.40106133,182.57877593,186.63704851,207.58629287,215.7706517,231.43470567,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Virgin Islands (U.S.),VIR,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,West Bank and Gaza,WBG,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Yemen, Rep.",YEM,122.20061195,116.53985011,116.40635476,133.02211753,138.67594292,140.43332794,163.36547016,154.57099834,152.47518531,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Zambia,ZMB,67.710370116,72.025454641,81.030722461,78.414423915,74.367233013,83.219248334,88.379059757,91.669586873,99.316743674,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Zimbabwe,ZWE,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Afghanistan,AFG,6.2234764099,5.3321180344,5.7844219208,5.6522064209,6.7710595131,6.1578154564,6.1872420311,8.0832176208,8.0832176208,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Albania,ALB,3.9487936497,3.7788140774,3.5006780624,3.3364577293,3.476089716,3.3065834045,3.4697418213,3.4676864147,3.4849720001,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Algeria,DZA,0.79879289865,0.97781789303,0.85579425097,0.80243855715,0.80132132769,0.76420146227,0.95108067989,0.87330400944,0.7555591464,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,American Samoa,ASM,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Andorra,ADO,1.8248262405,1.7616981268,1.7808611393,1.787042141,1.8784394264,1.8714523315,1.8528984785,1.9120029211,1.9120029211,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Angola,AGO,1.9881489277,1.8756724596,1.6294863224,1.4064567089,1.1927404404,1.1285923719,1.3547055721,1.3194065094,1.3440797329,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Antigua and Barbuda,ATG,1.6868382692,1.7078721523,1.7219204903,1.5388109684,1.320769906,1.4868178368,1.5770605803,1.7347682714,1.8906792402,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Argentina,ARG,3.9650411606,3.9718363285,3.8710720539,3.7400143147,3.4286651611,3.1609385014,3.1965017319,2.9511168003,3.1925165653,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Armenia,ARM,4.0479998589,4.0973310471,3.381986618,2.5904271603,2.2684152126,2.0905485153,2.5977094173,2.6561250687,2.7763211727,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Aruba,ABW,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Australia,AUS,2.825949192,2.8609318733,2.808344841,2.8476839066,2.7774825096,2.8173248768,2.8446907997,2.8446907997,2.8446907997,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Austria,AUT,2.6284072399,2.6392040253,2.5718414783,2.4872825146,2.4820871353,2.484266758,2.6298360825,2.6123635769,2.5961682796,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Azerbaijan,AZE,5.7336101532,6.8958740234,6.9824609756,5.3038830757,4.1149988174,3.5493910313,4.5112705231,4.165579319,4.1143550873,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,"Bahamas, The",BHS,2.9701623917,3.1440515518,3.3119926453,3.6597876549,3.894092083,3.9485967159,3.8852360249,3.9966044426,4.0878014565,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bahrain,BHR,1.4038553238,1.2948278189,1.1965072155,1.1239144802,1.0642484426,1.1084674597,1.2587811947,1.244158268,1.0982433558,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bangladesh,BGD,1.892873764,1.912407279,2.0887656212,2.1583588123,2.2686822414,2.2774436474,2.3492279053,2.3455696106,2.3579320908,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Barbados,BRB,2.3934278488,2.4787535667,2.4792013168,2.5071296692,2.5079197884,2.4521722794,2.6484029293,2.3354022503,2.7563621998,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Belarus,BLR,1.7235248089,1.6638383865,1.8636143208,1.8864047527,1.9863083363,2.0776135921,2.1895987988,1.2393985987,1.5614910126,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Belgium,BEL,2.54728508,2.4526860714,2.4363949299,2.5240261555,2.5727343559,2.5264027119,2.5481760502,2.5622434616,2.5489461422,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Belize,BLZ,1.9914945364,1.9306645393,1.8440289497,1.7811843157,1.8032989502,1.8546123505,1.9220422506,1.9819526672,1.8962007761,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Benin,BEN,2.4193515778,2.3865642548,2.3812801838,2.3646609783,2.2388062477,2.0543470383,2.0391521454,2.1228439808,2.134219408,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bermuda,BMU,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bhutan,BTN,1.3332294226,1.2356963158,1.1151615381,0.97928982973,0.75997179747,0.73063141108,0.69030147791,0.65564709902,0.65564709902,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bolivia,BOL,2.2235882282,1.9986754656,1.8862996101,1.4446123838,1.4955948591,1.7232869864,1.9567598104,1.8505091667,1.4258410931,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bosnia and Herzegovina,BIH,2.4464430809,3.8824548721,3.7353825569,3.438475132,3.1427738667,2.8572101593,3.238950491,3.2622845173,3.2621495724,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Botswana,BWA,1.5793823004,1.499007225,1.5008602142,1.3106318712,1.23815763,1.1116074324,1.3761610985,1.8260082006,1.9838476181,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Brazil,BRA,3.9083547592,3.7774441242,4.8902802467,4.9458026886,4.9282240868,4.7413368225,4.9394888878,4.7726306915,4.8275508881,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Brunei Darussalam,BRN,0.50664442778,0.49261310697,0.41656449437,0.36736822128,0.37399080396,0.32806661725,0.45182287693,0.42983341217,0.3685272336,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Bulgaria,BGR,2.8722040653,2.8700418472,2.8555288315,2.9674024582,2.8481869698,2.8922836781,3.2266573906,3.359161377,3.2484345436,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Burkina Faso,BFA,2.9595086575,2.8315625191,2.7813799381,3.177847147,3.0398273468,3.5122220516,3.682300806,3.2834525108,3.2380597591,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Burundi,BDI,5.2032227516,6.222158432,7.0174775124,8.1755151749,6.2463312149,6.0481300354,6.030585289,5.8973741531,5.879032135,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cambodia,KHM,4.9904398918,4.8127479553,5.4370875359,4.4354748726,3.4145247936,4.3929719925,5.059035778,4.7339744568,4.412923336,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cameroon,CMR,3.6373434067,3.5966215134,3.6266798973,3.6051511765,3.6390507221,4.0721702576,3.6421980858,3.6138312817,3.603292942,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Canada,CAN,2.917984724,2.9108073711,2.9255058765,3.0127415657,2.9886403084,3.02551651,3.3149785995,3.2932486534,3.3069002628,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cape Verde,CPV,1.250495553,1.2719240189,1.208381176,1.1522001028,1.1348929405,1.0819475651,1.1790808439,1.1687281132,1.1863049269,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cayman Islands,CYM,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Central African Republic,CAF,2.2396137714,2.2591571808,2.1737015247,2.0574128628,2.0157942772,2.0168070793,2.0813331604,1.8625466824,1.8203864098,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Chad,TCD,3.0723972321,3.2866888046,2.7863373756,2.7335476875,3.219935894,2.8015897274,3.5265088081,3.0223298073,3.1172902584,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Channel Islands,CHI,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Chile,CHL,4.2533478737,3.9830114841,3.9098980427,3.6031222343,3.734869957,4.0081233978,4.0222196579,3.8895719051,3.959485054,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,China,CHN,3.0914964676,2.9447329044,2.8673329353,2.7005319595,2.3107869625,2.3167221546,2.4442977905,2.2736113071,2.2772920132,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Colombia,COL,1.0205022097,1.5092777014,1.8237354755,1.9915747643,2.4130311012,2.1638243198,1.9022752047,1.6577311754,1.538207531,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Comoros,COM,1.9614114761,2.0515429974,2.191586256,2.206291914,2.2764475346,2.266917944,2.2747182846,2.2720410824,2.2175140381,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,"Congo, Dem. Rep.",ZAR,3.9831931591,4.235730648,4.0136551857,4.0955991745,3.9575603008,3.8787908554,5.2979092598,5.3547000885,5.6632800102,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,"Congo, Rep.",COG,1.3103282452,1.1856207848,0.98710978031,0.87867552042,0.99193948507,0.84654891491,1.1244438887,0.90626949072,0.80496615171,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Costa Rica,CRI,1.9989620447,2.1451308727,2.2740259171,2.4258718491,2.7386205196,3.0562367439,3.2963891029,3.2099366188,3.2501885891,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cote d'Ivoire,CIV,2.8012611866,3.1510989666,3.4451465607,3.7729454041,4.4845938683,4.5066862106,4.5996098518,4.6722092628,4.9785747528,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Croatia,HRV,1.1204806566,1.2589688301,0.97627204657,0.97976970673,0.9778663516,1.1803030968,1.1783154011,1.1867129803,1.1926517487,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cuba,CUB,0.66598886251,0.66945356131,0.64979529381,0.58994615078,0.53648674488,0.49995067716,0.49615758657,0.49045363069,0.53173714876,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Curacao,CUW,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Cyprus,CYP,3.747843504,3.6045415401,3.7064106464,3.6142795086,3.4744877815,4.0413413048,4.0907287598,4.1744589806,4.2053842545,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Czech Republic,CZE,0.72734284401,0.74897164106,0.87989890575,0.88829421997,0.96571272612,1.1901113987,1.2824803591,1.2119634151,1.217326045,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Denmark,DNK,1.4694911242,1.5220504999,1.5167056322,1.5247671604,1.5582823753,1.5618155003,1.7129350901,1.6530951262,1.6548427343,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Djibouti,DJI,2.0705637932,2.1638023853,2.2740359306,2.3443584442,2.3783817291,2.2982485294,2.408195734,2.4825336933,2.5120241642,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Dominica,DMA,1.6458706856,1.5994589329,1.8511532545,1.7376527786,1.8687236309,1.8271878958,1.633059144,1.6891480684,1.6391949654,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Dominican Republic,DOM,3.9833786488,3.101546526,2.9998862743,2.7656285763,2.6507863998,2.586725235,2.8479189873,2.7095792294,2.7180082798,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Ecuador,ECU,5.7516055107,5.3667225838,5.1269025803,4.9754214287,4.9666438103,4.5915288925,5.1129331589,4.7479701042,4.2807474136,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,"Egypt, Arab Rep.",EGY,3.4697999954,3.2587623596,3.1151924133,2.9456453323,2.8969037533,2.7807116508,2.924557209,2.8784594536,2.9021830559,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,El Salvador,SLV,3.8559949398,3.6617863178,3.3772478104,2.5233550072,2.5700201988,2.5066492558,2.6973524094,2.6208820343,2.4893620014,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Equatorial Guinea,GNQ,0.81811219454,0.90947526693,0.69940400124,0.61130237579,0.57247281075,1.1750842333,1.7632356882,1.80182302,1.3343087435,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Eritrea,ERI,2.1871201992,2.0247294903,1.6219519377,1.6600669622,1.7276470661,1.6344448328,1.6440787315,1.5638532639,1.3091387749,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Estonia,EST,1.2272189856,1.2286660671,1.1536707878,1.314335227,1.2010405064,1.2450779676,1.4595797062,1.2862365246,1.2576838732,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Ethiopia,ETH,2.0668992996,1.8541238308,1.607156992,1.8701677322,2.0680017471,2.075163126,2.059087038,2.2788610458,1.9669545889,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Faeroe Islands,FRO,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Fiji,FJI,0.60310637951,0.69398379326,0.67170536518,0.8303835392,0.94817709923,0.88147485256,1.2988699675,1.2497124672,1.217586875,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Finland,FIN,2.0739355087,2.054587841,2.0746181011,2.0991125107,2.0625596046,2.1181101799,2.2750432491,2.2833881378,2.2321088314,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,France,FRA,2.3044409752,2.3374636173,2.3605360985,2.3579649925,2.3986401558,2.5557305813,2.6994907856,2.6922030449,2.704720974,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,French Polynesia,PYF,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Gabon,GAB,1.8783429861,1.6270785332,1.4992436171,1.6019170284,1.6135767698,1.4797201157,1.9718527794,1.6970287561,1.5007199049,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,"Gambia, The",GMB,2.0951435566,1.8371181488,1.9205681086,1.7976516485,1.9060716629,2.0153636932,1.9332818985,1.9377025366,2.0171935558,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Georgia,GEO,7.2279310226,7.2238345146,6.9503216743,6.6225605011,6.7176947594,7.2132201195,7.9239606857,7.7568335533,7.7039465904,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Germany,DEU,2.349476099,2.4787995815,2.5236468315,2.5033061504,2.4662549496,2.5050125122,2.7059590816,2.672462225,2.6709418297,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Ghana,GHA,2.3618180752,2.3382542133,2.3616225719,2.2906513214,2.2635126114,2.3447451591,2.1604185104,2.1706728935,2.0977656841,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Greece,GRC,3.5915794373,3.5484192371,3.8539297581,3.6971099377,3.8968698978,4.0451025963,4.0444407463,4.1506390572,4.2042207718,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Greenland,GRL,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Grenada,GRD,3.1724140644,3.0740623474,3.1734173298,3.2166118622,3.1936841011,3.2422580719,3.1504364014,3.2121844292,3.1734426022,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Guam,GUM,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Guatemala,GTM,4.0182342529,4.1809473038,4.2140021324,4.9114999771,4.7969493866,4.5465345383,4.4990592003,4.4636898041,4.344707489,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Guinea,GIN,4.1639413834,4.4207596779,4.4279465675,4.6192717552,4.948331356,4.7967410088,4.6571583748,4.1873936653,4.3270840645,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Guinea-Bissau,GNB,4.449131012,4.4399852753,4.4090547562,4.7024793625,4.5938253403,4.6862101555,4.746278286,4.6768612862,4.5955133438,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Guyana,GUY,0.82208913565,0.7961332798,0.99024325609,1.0957747698,1.1925179958,1.2595249414,1.1106775999,1.1521017551,1.2241619825,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Haiti,HTI,3.7316923141,3.5822405815,3.4689202309,4.3441877365,4.091878891,4.1179423332,4.346932888,4.1180534363,4.4731559753,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Honduras,HND,3.561249733,3.6816875935,3.9086534977,4.1434783936,4.2547926903,4.675804615,4.4109554291,4.3714742661,4.4733672142,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,"Hong Kong SAR, China",HKG,,,,,,,,,,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Hungary,HUN,2.4776477814,2.4986178875,2.5311694145,2.4966788292,2.5124981403,2.4587218761,2.6550078392,2.7442820072,2.729714632,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,Iceland,ISL,1.9033802748,1.8566782475,1.7597328424,1.6474680901,1.5897244215,1.5896766186,1.7364763021,1.8179666996,1.7784423828,
"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,India,IND,3.315810442,3.5622141361,3.3115673065,3.0817058086,2.9238312244,2.8952872753,2.8579733372,2.6921908855,2.6680881977,
